PROC_TRACEINFO,OP070_V1,OP090_F1,OP070_V2,OP120_R1,OP090_F2,OP110_M1,OP100_C1,OP120_R2,OP070_V3,OP090_F3,OP110_M2,OP090_F4,OP070_V3,TEST_OP070_V1,TEST_OP090_F1,TEST_OP070_V2,TEST_OP120_R1,TEST_OP090_F2,TEST_OP110_M1,TEST_OP100_C1,TEST_OP120_R2,TEST_OP070_V3,TEST_OP090_F3,TEST_OP110_M2,TEST_OP090_F4,TEST_OP070_V3
13330,166.3,156.83,163.8,110.89,12.05,12.21,0.4,11.97,6.4,23.27,18.1,92.85,6.41,,,,,,,,,,,,,
13331,158.4,152.6,183.2,110.04,12.05,12.13,0.41,11.97,6.41,26.47,18.1,99.82,6.41,,,,,,,,,,,,,
13332,162.2,176.35,156.7,115.29,12.06,12.18,,11.98,6.62,25.61,17.1,101.99,6.61,,,,,,,,,,,,,
13333,167,156.42,158.2,109.24,11.82,12.29,0.39,11.97,6.6,25.93,25.4,95.79,6.63,,,,,,,,,,,,,
13334,148.2,139.34,151.8,115.55,12.11,12.26,0.41,11.97,6.43,24.08,15.1,98.31,6.41,,,,,,,,,,,,,
13335,177.1,157.96,147.5,117.06,11.88,12.35,,11.97,6.61,22.89,16.2,101.58,6.61,,,,,,,,,,,,,
13336,155.2,141.97,141.1,110.69,12.13,12.25,0.38,11.97,6.41,18.22,14.2,81.08,6.41,,,,,,,,,,,,,
13337,159.3,172.1,165.6,116.26,12.06,12.2,,11.97,6.61,22.28,13.9,99.22,6.6,,,,,,,,,,,,,
13338,143.5,172.89,187.1,113.05,11.83,12.23,0.35,11.97,6.61,25.45,18.2,100.11,6.63,,,,,,,,,,,,,
13339,139.6,141.51,146.4,106.93,12.13,12.32,0.39,11.97,6.41,19,25.1,80.41,6.41,,,,,,,,,,,,,
13340,148.9,143.4,168,106.78,11.84,12.25,0.39,11.97,6.61,26.62,15,104.56,6.61,,,,,,,,,,,,,
13341,171.8,157.09,156.1,120.82,11.69,12.28,,11.97,6.62,25.49,13.3,96.9,6.61,,,,,,,,,,,,,
13342,156.1,165.47,156.6,111.04,11.87,12.27,,11.98,6.61,26.15,23.8,97.25,6.63,,,,,,,,,,,,,
13343,179.6,146.18,193.4,114.55,12.04,12.29,0.41,11.97,6.41,23.04,14.5,99.37,6.4,,,,,,,,,,,,,
13344,158.2,158.83,168.8,123.95,11.83,12.23,0.38,11.97,6.61,25.58,16.1,96.18,6.61,,,,,,,,,,,,,
13345,167.4,141.84,149,109.62,12.09,12.28,0.41,11.97,6.4,23.66,16.8,95.67,6.42,,,,,,,,,,,,,
13346,132.9,165.1,140.4,111.4,11.82,12.29,0.38,11.97,6.61,27.01,16.8,100.63,6.62,,,,,,,,,,,,,
13347,157.7,148.28,192.3,119.93,12.04,12.36,0.41,11.97,6.41,22.26,13.5,95.11,6.44,,,,,,,,,,,,,
13348,168.4,164.46,140.8,112.59,11.83,12.2,,11.97,6.61,26.72,20.9,106.08,6.61,,,,,,,,,,,,,
13349,184.5,167.21,197.3,112.02,12.07,12.28,,11.98,6.6,24.24,16.6,98.96,6.51,,,,,,,,,,,,,
13350,156.9,164.79,162.4,116.98,11.87,12.31,,11.97,6.61,26.38,9.8,98.49,6.61,,,,,,,,,,,,,
13351,157.2,149.24,139.8,109.67,12.04,12.33,0.41,11.97,6.41,21.88,12.8,102.35,6.42,,,,,,,,,,,,,
13352,167,173.7,158.4,113.47,11.87,12.2,,11.97,6.61,23.8,24.1,94.83,6.63,,,,,,,,,,,,,
13353,164.8,162.48,183.7,108.1,12.08,12.28,,11.97,6.64,24.13,9.3,105.2,6.61,,,,,,,,,,,,,
13354,144.3,150.07,130.8,117.45,12.09,12.26,0.38,11.97,6.41,16.53,13.7,83.09,6.41,,,,,,,,,,,,,
13355,156,155.24,154.8,115.13,12.08,12.18,0.41,11.97,6.4,20.61,16,101.86,6.41,,,,,,,,,,,,,
13356,163.8,179,148.4,112.05,12.05,12.21,,11.97,6.62,25.23,17.5,104.46,6.61,,,,,,,,,,,,,
13357,163.2,158.74,170.5,118.24,12.08,12.2,,11.97,6.61,24.4,37.9,102,6.63,,,,,,,,,,,,,
13358,148.5,155.07,179.6,116.3,12.09,12.26,,11.97,6.63,22.67,15.2,98.43,6.61,,,,,,,,,,,,,
13359,149.1,160.07,152,112.66,11.9,12.2,,11.98,6.62,24.37,36.3,89.06,6.62,,,,,,,,,,,,,
13360,167.3,146.05,168.7,113.71,11.77,12.25,,11.97,6.61,23.39,14.1,93.41,6.6,,,,,,,,,,,,,
13361,144.3,145.8,171.2,112.57,11.84,12.29,0.41,11.97,6.63,23.75,12.9,94.14,6.6,,,,,,,,,,,,,
13362,178.3,167.74,155.1,109.3,11.87,12.4,,11.97,6.61,25.56,14.5,96.74,6.62,,,,,,,,,,,,,
13363,157.4,159.91,154.6,109.75,11.91,12.39,,11.97,6.62,31.63,7.2,100.27,6.61,,,,,,,,,,,,,
13364,147,140.4,157.3,116.88,12.11,12.24,0.41,11.97,6.41,21.24,21,94.88,6.41,,,,,,,,,,,,,
13365,143.2,145.62,149,116.06,11.89,12.24,,11.97,6.61,25.1,19.2,99.66,6.63,,,,,,,,,,,,,
13366,158.3,153.13,168.1,117.64,12.04,12.29,0.41,11.97,6.42,24.72,13.5,102.61,6.4,,,,,,,,,,,,,
13367,175.2,154.22,151.6,116.99,12.05,12.31,0.41,11.97,6.4,21.26,19.9,97.98,6.41,,,,,,,,,,,,,
13368,174.4,166.14,162.4,116.08,12.11,12.21,,11.97,6.63,22.72,24.3,100.33,6.61,,,,,,,,,,,,,
13369,182.3,151.7,150.2,121.17,12.03,12.16,0.41,11.97,6.41,25.73,17.3,105.34,6.41,,,,,,,,,,,,,
13370,175.7,177.65,160,113.61,12.08,12.17,,11.98,6.6,24.25,19.1,105.96,6.6,,,,,,,,,,,,,
13371,168.8,166.82,131.4,112.64,12.07,12.2,,11.97,6.6,24.49,29.1,101.01,6.62,,,,,,,,,,,,,
13372,164.2,144.84,149.6,114.77,12.12,12.24,0.4,11.97,6.4,17.67,15.5,81.43,6.41,,,,,,,,,,,,,
13373,163.8,147.36,149,115.32,11.86,12.22,0.32,11.97,6.61,22.86,20.4,93.49,6.62,,,,,,,,,,,,,
13374,129.3,165.95,169.6,108.64,12.06,12.17,,11.97,6.63,23.39,13.5,94.91,6.61,,,,,,,,,,,,,
13375,141.2,166.08,196.9,117.47,11.82,12.15,0.38,11.97,6.61,27.4,34.7,104.37,6.6,,,,,,,,,,,,,
13376,153.7,134.25,167.1,117.55,12.07,12.29,0.4,11.97,6.41,21.34,14.9,100.45,6.42,,,,,,,,,,,,,
13377,160.9,165.3,160.2,114.75,11.89,12.32,,11.97,6.62,24.38,12.2,87.91,6.63,,,,,,,,,,,,,
13378,158.3,151.1,154.9,113,12.1,12.15,,11.97,6.6,22.86,18.7,101.04,6.61,,,,,,,,,,,,,
13379,164.1,151.79,168.7,120.25,11.81,12.32,0.37,11.97,6.64,24.25,24.7,94.65,6.63,,,,,,,,,,,,,
13380,164.7,168.15,176.4,108.11,11.89,12.23,,11.97,6.62,24.13,26.4,90.34,6.6,,,,,,,,,,,,,
13381,183.6,158.87,161.4,113.42,11.82,12.21,0.36,11.97,6.61,24.59,46.9,101.49,6.6,,,,,,,,,,,,,
13382,142.2,168.16,140.8,111.31,11.82,12.35,0.37,11.97,6.61,25.98,33.4,99.69,6.6,,,,,,,,,,,,,
13383,182.6,170.06,168.2,113.94,11.88,12.17,,11.97,6.6,29.82,17.8,96.15,6.6,,,,,,,,,,,,,
13384,164.6,144,153,113.4,11.85,12.17,0.37,11.97,6.61,21.19,18.6,90.71,6.61,,,,,,,,,,,,,
13385,141.7,156.5,147,110.32,12.09,12.26,,11.97,6.61,22.31,10.6,103.31,6.61,,,,,,,,,,,,,
13386,183.7,151.7,177.7,112.77,11.7,12.23,,11.97,6.62,26.93,14.1,98.61,6.6,,,,,,,,,,,,,
13387,146.5,173.89,138.9,114.6,12.06,12.17,,11.97,6.62,25.16,18,100.55,6.61,,,,,,,,,,,,,
13388,188.2,161.53,187.4,113.45,11.82,12.37,,11.97,6.6,28.45,17.8,103.68,6.61,,,,,,,,,,,,,
13389,138.9,163.74,161,110.64,12.08,12.35,,11.97,6.62,24.4,12.1,99.9,6.62,,,,,,,,,,,,,
13390,165.3,179.09,148.8,111.73,12.06,12.18,,11.97,6.61,23.66,23.2,104.6,6.6,,,,,,,,,,,,,
13391,162.8,151.99,167.8,118.41,11.81,12.29,0.37,11.97,6.6,24.52,15.1,98.93,6.61,,,,,,,,,,,,,
13392,146.6,158.6,142.7,110.72,12.1,12.34,0.41,11.97,6.41,24.8,17.3,107.42,6.42,,,,,,,,,,,,,
13393,139.7,144.4,163.6,116.04,12.14,12.2,0.39,11.97,6.4,18.21,17.9,82.96,6.41,,,,,,,,,,,,,
13394,184.4,156.43,146.2,117.78,12.09,12.31,,11.97,6.62,21.32,22.3,99.96,6.61,,,,,,,,,,,,,
13395,151.6,178.87,140.4,109.85,11.89,12.23,,11.97,6.62,28.84,13.8,110.67,6.61,,,,,,,,,,,,,
13396,177.1,148.58,197.5,111.07,11.85,12.27,,11.97,6.6,26.47,25.1,96.5,6.57,,,,,,,,,,,,,
13397,160.1,151,147.6,113.46,12.06,12.29,0.41,11.97,6.42,20.48,13.6,100.69,6.41,,,,,,,,,,,,,
13398,181.5,151.08,172.8,111.84,11.8,12.35,0.37,11.97,6.6,26.9,10.1,101.73,6.61,,,,,,,,,,,,,
13399,168.3,183.42,180.4,116.27,12.06,12.28,,11.97,6.62,25.62,12.1,102.31,6.6,,,,,,,,,,,,,
13400,172.5,158.58,189.5,110.47,11.83,12.19,,11.98,6.61,27.83,16.2,99.6,6.61,,,,,,,,,,,,,
13401,170.5,152.01,182.5,115.06,12.12,12.07,0.4,11.97,6.41,18.25,27.6,84.71,6.41,,,,,,,,,,,,,
13402,160.6,152.9,163.9,109.98,12.12,12.23,0.36,11.97,6.41,20.13,16.9,92.95,6.41,,,,,,,,,,,,,
13403,158.4,139.91,138.5,119.97,12.13,12.35,0.4,11.97,6.41,17.88,14.6,77.17,6.4,,,,,,,,,,,,,
13404,152.5,134.85,151.4,117.78,11.84,12.32,0.32,11.97,6.63,23.23,13,93.65,6.6,,,,,,,,,,,,,
13405,155.9,142.18,183.2,127.77,12.12,12.33,0.39,11.97,6.41,17.03,10.6,81.69,6.41,,,,,,,,,,,,,
13406,165.9,172.81,197.5,116.07,12.08,12.3,,11.97,6.62,25.15,17.8,98.94,6.5,,,,,,,,,,,,,
13407,146.8,149.79,160,108.39,12.05,12.34,0.41,11.97,6.41,23.9,17.4,103.29,6.41,,,,,,,,,,,,,
13408,185.9,159.8,197.4,113.21,11.83,12.26,0.38,11.97,6.61,23.91,20.8,96.24,6.61,,,,,,,,,,,,,
13409,168,165.22,164.1,113.95,11.84,12.23,,11.97,6.6,27.31,12.5,109.53,6.62,,,,,,,,,,,,,
13410,142.3,156.76,169.5,112.3,11.89,12.23,,11.97,6.62,23.96,12.5,93.2,6.61,,,,,,,,,,,,,
13411,151.3,152.61,159.4,111.97,11.9,12.17,,11.97,6.62,24.22,20.4,99.87,6.61,,,,,,,,,,,,,
13412,125.2,172.18,138.1,114.05,12.06,12.14,,11.97,6.6,25.79,19.1,108.17,6.61,,,,,,,,,,,,,
13413,157.5,144.07,149.5,107.29,11.85,12.29,0.32,11.98,6.61,23.3,16.4,93.02,6.62,,,,,,,,,,,,,
13414,166.8,149.21,159.3,114.49,12.11,12.34,0.4,11.97,6.41,17.76,13.8,92.33,6.41,,,,,,,,,,,,,
13415,189.3,177.6,146.6,114.75,12.08,12.27,,11.97,6.6,24.04,15.4,107.96,6.6,,,,,,,,,,,,,
13416,175.3,154.45,169.4,110.1,11.76,12.33,,11.97,6.62,28.65,12.4,105.72,6.6,,,,,,,,,,,,,
13417,197.8,154.43,197.5,113.37,11.7,12.36,,11.97,6.54,24.34,29.4,99.14,6.56,,,,,,,,,,,,,
13418,154.6,144.62,161,110.17,11.83,12.32,0.38,11.97,6.61,23.72,29.2,94.15,6.6,,,,,,,,,,,,,
13419,151.5,139.59,158.9,114.37,12.06,12.42,0.41,11.97,6.41,21.34,10.9,98.29,6.41,,,,,,,,,,,,,
13420,192.3,155.78,194.8,115.84,12.09,12.18,,11.97,6.62,22.34,20.2,103.95,6.61,,,,,,,,,,,,,
13421,197.6,134.76,175.2,117.55,12.06,12.18,0.41,11.97,6.31,20.48,20.1,99.8,6.41,,,,,,,,,,,,,
13422,141.6,168.05,165.5,105.94,11.88,12.34,,11.97,6.63,24.68,19.6,90.99,6.63,,,,,,,,,,,,,
13423,168,172.13,149,110.56,11.73,12.37,,11.98,6.61,27.74,9.2,106.21,6.61,,,,,,,,,,,,,
13424,164.3,158.59,173.6,115.4,12.09,12.31,,11.98,6.63,25.43,14.7,96.56,6.61,,,,,,,,,,,,,
13425,169.7,151.73,135,115.31,11.89,12.32,,11.97,6.6,24.27,11.4,93.16,6.62,,,,,,,,,,,,,
13426,171.8,171.96,165.2,113.48,12.06,12.26,,11.97,6.62,22.55,13.5,95.07,6.61,,,,,,,,,,,,,
13427,178.6,144.84,169.7,114.66,12.12,12.37,0.4,11.97,6.4,21.74,14.4,87.82,6.41,,,,,,,,,,,,,
13428,153.7,140.63,132.8,106.21,12.05,12.36,0.41,11.97,6.44,25.84,10.8,109.28,6.4,,,,,,,,,,,,,
13429,150.8,154.52,156.6,113.57,12.09,12.27,0.4,11.97,6.41,19.5,11,84.08,6.44,,,,,,,,,,,,,
13430,152.8,143.91,158.1,112.11,12.13,12.23,0.38,11.97,6.41,17.49,15.5,79.34,6.41,,,,,,,,,,,,,
13431,137.7,162.85,197.5,114.47,11.76,12.16,,11.97,6.64,27.43,20.8,105.16,6.49,,,,,,,,,,,,,
13432,136,156.3,188.3,113.36,12.1,12.28,,11.97,6.62,26.59,10.5,100.23,6.61,,,,,,,,,,,,,
13433,156.1,144.63,179.4,110.92,11.85,12.33,0.29,11.97,6.6,24.71,16.2,93.48,6.61,,,,,,,,,,,,,
13434,139.8,165.32,180.8,115.01,12.06,12.21,,11.97,6.61,24.4,15.7,100.3,6.61,,,,,,,,,,,,,
13435,178.3,162.48,159,106.59,11.74,12.28,,11.97,6.61,24.3,16.2,108.1,6.61,,,,,,,,,,,,,
13436,159.4,152.28,148.9,110.32,12.1,12.25,0.41,11.97,6.42,21.97,15.8,96.89,6.41,,,,,,,,,,,,,
13437,146,146.63,169.7,109.51,11.91,12.29,,11.97,6.62,23.3,14.9,91.14,6.63,,,,,,,,,,,,,
13438,172.7,181.32,159.2,111.89,12.08,12.21,,11.97,6.61,23.24,22.7,97.99,6.61,,,,,,,,,,,,,
13439,157.4,160.59,160.7,109.09,11.9,12.26,,11.98,6.62,23.71,11.8,99.3,6.61,,,,,,,,,,,,,
13440,165.3,156.71,151.6,110.69,12.09,12.32,0.41,11.97,6.41,22.03,13.4,101.08,6.4,,,,,,,,,,,,,
13441,168,161.8,146.8,118.36,11.88,12.27,,11.97,6.6,24.82,16,96.77,6.63,,,,,,,,,,,,,
13442,147.5,172.43,160.4,108.36,11.89,12.33,,11.97,6.62,25.43,11.8,97.61,6.6,,,,,,,,,,,,,
13443,197.5,150.03,184.9,114.54,12.06,12.2,0.41,11.97,6.35,25.75,18.9,101.89,6.43,,,,,,,,,,,,,
13444,181,179.37,167.2,115.14,12.07,12.15,,11.97,6.61,25.84,46.9,107.79,6.61,,,,,,,,,,,,,
13445,139.5,149.32,178.9,116.5,11.78,12.34,,11.97,6.6,24.83,9.5,100.93,6.61,,,,,,,,,,,,,
13446,193,146.83,189.4,117.92,11.86,12.26,,11.97,6.61,25.44,15.2,100.03,6.63,,,,,,,,,,,,,
13447,156.8,169.84,149.2,117.7,12.07,12.45,,11.97,6.62,22.9,14.1,101.7,6.61,,,,,,,,,,,,,
13448,140,146.64,146.4,114.18,11.9,12.21,,11.97,6.61,21.68,16.7,92.54,6.61,,,,,,,,,,,,,
13449,164.7,167.98,167,120.04,12.09,12.2,,11.97,6.63,23.4,22.4,100.89,6.61,,,,,,,,,,,,,
13450,162.9,157.52,138.9,109.51,11.8,12.36,0.39,11.97,6.6,26.57,9.2,95.78,6.61,,,,,,,,,,,,,
13451,157,147.07,160.3,109.23,11.74,12.34,,11.97,6.62,26.2,11.4,115.79,6.61,,,,,,,,,,,,,
13452,162.8,143.62,146.4,108.79,12.05,12.26,0.41,11.97,6.4,22.64,15.1,97.46,6.41,,,,,,,,,,,,,
13453,174.7,149.39,141,116.09,11.9,12.27,,11.97,6.64,23.92,18.4,92.85,6.6,,,,,,,,,,,,,
13454,180.8,145.03,125,116.17,12.04,12.16,0.41,11.97,6.42,21.59,27.1,94.35,6.41,,,,,,,,,,,,,
13455,147.2,143.6,137.7,112.26,12.1,12.21,0.41,11.97,6.41,20.78,33.9,90.63,6.4,,,,,,,,,,,,,
13456,170.3,151.26,158.2,114.24,11.83,12.21,0.39,11.97,6.61,26.35,17.7,105.68,6.62,,,,,,,,,,,,,
13457,131,167.27,148.2,116.28,11.88,12.29,,11.97,6.62,23.49,17.3,93.93,6.6,,,,,,,,,,,,,
13458,175.9,141.48,150.2,114.85,11.82,12.37,0.39,11.97,6.61,23.54,11.4,92.32,6.63,,,,,,,,,,,,,
13459,160.8,143.69,158.6,113.23,11.85,12.18,,11.97,6.61,25.65,15.2,105.98,6.6,,,,,,,,,,,,,
13460,157.7,157.03,173.1,112.26,11.7,12.21,,11.97,6.61,24.29,15.6,99.99,6.64,,,,,,,,,,,,,
13461,155.1,164.67,166.4,114.33,12.07,12.16,,11.97,6.63,24.28,24.9,101.73,6.63,,,,,,,,,,,,,
13462,174.3,149.24,156.3,108.8,11.89,12.18,,11.97,6.62,22.16,18.8,88.85,6.61,,,,,,,,,,,,,
13463,148.1,151.13,155.2,117.98,12.08,12.22,0.39,11.97,6.41,23.91,20,92.8,6.41,,,,,,,,,,,,,
13464,173.7,179.37,156.8,126.65,12.06,12.26,,11.97,6.62,24.57,15.9,98.42,6.61,,,,,,,,,,,,,
13465,149.7,176.49,151.7,112.43,12.06,12.29,,11.98,6.61,22.76,12.4,99.69,6.62,,,,,,,,,,,,,
13466,171.7,157.09,177.7,113.36,11.76,12.34,,11.98,6.61,23.27,13.4,94.87,6.61,,,,,,,,,,,,,
13467,163.4,155.16,166.5,111.78,12.09,12.26,,11.97,6.62,21.43,16.6,95.87,6.61,,,,,,,,,,,,,
13468,155.7,170.81,171.5,113.7,12.06,12.27,,11.98,6.62,23.72,28.4,96.96,6.61,,,,,,,,,,,,,
13469,146,157.7,161.4,110.47,12.09,12.33,0.41,11.97,6.41,25.25,11.3,106.97,6.41,,,,,,,,,,,,,
13470,172.9,158.63,153.5,113.61,11.82,12.32,,11.98,6.61,24.64,15.6,105.68,6.64,,,,,,,,,,,,,
13471,153.1,165.23,137.7,110.93,11.85,12.28,,11.97,6.61,25.65,15.1,97.43,6.63,,,,,,,,,,,,,
13472,156.3,148.36,173.8,111.19,11.9,12.21,,11.97,6.61,22.67,17.8,91.98,6.63,,,,,,,,,,,,,
13473,197.8,148.52,196.8,114.41,11.85,12.3,,11.97,6.07,26.75,17.8,102.59,6.63,,,,,,,,,,,,,
13474,148.4,162.24,149.8,115.74,12.06,12.24,,11.97,6.61,22.73,12.8,100.64,6.61,,,,,,,,,,,,,
13475,171.6,161.91,150.1,120.01,11.86,12.3,,11.97,6.61,22.58,13.8,87.17,6.6,,,,,,,,,,,,,
13476,191.7,151.37,177.9,113.17,11.83,12.19,0.35,11.97,6.6,26.46,31.1,95.63,6.63,,,,,,,,,,,,,
13477,162.7,150.14,145.5,113.74,11.86,12.3,0.36,11.97,6.61,24.46,9.4,92.87,6.61,,,,,,,,,,,,,
13478,197.7,150.21,143.2,116.86,12.12,12.3,0.36,11.97,6.38,18.17,11.5,81.26,6.4,,,,,,,,,,,,,
13479,144.5,158.62,180.9,112.39,11.89,12.28,,11.98,6.62,23.65,10.4,98.69,6.61,,,,,,,,,,,,,
13480,152.2,153.9,164.7,115.33,12.1,12.32,,11.97,6.61,21.4,19,104.5,6.63,,,,,,,,,,,,,
13481,173.8,155.46,174.2,113.92,11.9,12.25,,11.98,6.62,25.16,14,91.08,6.62,,,,,,,,,,,,,
13482,161,159.47,159.3,116.46,11.9,12.27,,11.97,6.62,23.02,16.4,104.06,6.61,,,,,,,,,,,,,
13483,163.2,157.95,144.5,109.46,12.08,12.25,,11.98,6.6,26.15,25,100.42,6.62,,,,,,,,,,,,,
13484,159.6,138.29,141,117.44,11.84,12.27,0.38,11.97,6.6,24.4,12.5,100.17,6.6,,,,,,,,,,,,,
13485,171.3,139.57,145.1,113.13,12.11,12.26,0.39,11.97,6.41,17.97,12.3,81.56,6.43,,,,,,,,,,,,,
13486,132.6,166.71,172.9,117.58,11.98,12.32,,11.97,6.62,22.71,17.7,97.18,6.61,,,,,,,,,,,,,
13487,190.4,165.34,156.7,112.95,12.07,12.14,,11.97,6.61,21.25,15.8,96.2,6.61,,,,,,,,,,,,,
13488,157.4,156.94,172.5,112.4,11.82,12.38,0.33,11.97,6.61,25.32,14.4,105.56,6.61,,,,,,,,,,,,,
13489,166.5,168.64,168.3,112.99,12.06,12.28,,11.97,6.62,25.64,12.6,101.35,6.62,,,,,,,,,,,,,
13490,129.3,156.27,167.1,111.51,12.09,12.42,0.41,11.97,6.41,24.23,10.5,96.9,6.41,,,,,,,,,,,,,
13491,172,148.2,152.9,108.6,11.9,12.28,,11.98,6.6,23.12,14,93.46,6.61,,,,,,,,,,,,,
13492,158.1,150.78,175.2,110.87,12.12,12.27,0.36,11.97,6.4,21.11,11,87.32,6.41,,,,,,,,,,,,,
13493,166.5,166.91,192.5,116.54,12.07,12.26,,11.97,6.61,23.36,12.3,101.07,6.61,,,,,,,,,,,,,
13494,197.8,141.93,177.6,109.6,11.86,12.21,,11.97,6.59,27.98,17.4,105.76,6.64,,,,,,,,,,,,,
13495,153.3,159.42,156.4,112.68,11.88,12.35,,11.97,6.6,23.01,12.9,88.05,6.61,,,,,,,,,,,,,
13496,139.3,161.02,146.3,109.09,11.82,12.45,0.4,11.97,6.6,25.56,9.1,97.36,6.66,,,,,,,,,,,,,
13497,166.1,171.79,150.9,110.13,12.06,12.19,,11.97,6.6,23.5,15.8,104.22,6.61,,,,,,,,,,,,,
13498,157,150.4,156.6,114.21,11.86,12.23,,11.97,6.61,28.9,24.8,104.69,6.63,,,,,,,,,,,,,
13499,170.7,155.89,145.5,111.36,11.81,12.27,0.35,11.97,6.61,24.52,30.3,101.25,6.64,,,,,,,,,,,,,
13500,176.2,134.18,152,111.07,11.83,12.3,0.3,11.97,6.61,23.15,22.4,100.99,6.61,,,,,,,,,,,,,
13501,127.8,156.93,170.4,108.97,12.04,12.17,0.41,11.97,6.4,25.14,16.4,101.86,6.43,,,,,,,,,,,,,
13502,140,138.76,141.9,108.34,12.04,12.29,0.41,11.97,6.4,21.77,16.7,101.28,6.41,,,,,,,,,,,,,
13503,197.4,158.26,169.6,112.26,12.09,12.27,,11.97,6.57,22.79,15.9,99.44,6.6,,,,,,,,,,,,,
13504,173.7,140.27,189,110.95,12.06,12.28,0.38,11.97,6.41,18.8,14.5,95.63,6.4,,,,,,,,,,,,,
13505,164.6,159.82,164.3,123.06,12.09,12.18,,11.97,6.61,24.73,18.6,101.08,6.61,,,,,,,,,,,,,
13506,197.6,155.02,148,114.7,12.08,12.3,,11.98,6.33,23.93,11.4,96.76,6.61,,,,,,,,,,,,,
13507,146.5,157.81,146.2,114.82,11.82,12.3,0.37,11.97,6.6,26.41,17.1,111.44,6.61,,,,,,,,,,,,,
13508,154,139.23,166.3,108.23,12.12,12.3,0.39,11.97,6.42,16.73,15.6,80.47,6.41,,,,,,,,,,,,,
13509,147,159.29,169.4,108.72,12.06,12.19,,11.97,6.65,20.76,24.7,95.83,6.61,,,,,,,,,,,,,
13510,184.1,161.28,165.9,112.71,12.08,12.09,,11.97,6.62,22.6,26.9,102.83,6.61,,,,,,,,,,,,,
13511,147.6,160.59,152.6,114.25,11.82,12.35,0.41,11.97,6.6,25.31,13.8,102.43,6.6,,,,,,,,,,,,,
13512,179.1,155.26,177.5,120.32,12.04,12.32,0.41,11.97,6.41,23.78,15.3,98.89,6.43,,,,,,,,,,,,,
13513,156.1,151.46,138.9,115.38,12.1,12.35,0.41,11.97,6.41,22.51,14.6,98.1,6.42,,,,,,,,,,,,,
13514,170.1,153.93,167.7,109.47,11.83,12.17,0.31,11.97,6.61,24.13,28,92.88,6.6,,,,,,,,,,,,,
13515,172.2,149.26,177.3,108.66,11.82,12.3,0.4,11.97,6.62,24.1,15.8,94.62,6.6,,,,,,,,,,,,,
13516,139.1,158.48,164.1,114.25,11.85,12.24,0.34,11.98,6.62,25.73,16.4,104.05,6.62,,,,,,,,,,,,,
13517,163.6,161.99,152.9,109.93,11.75,12.27,,11.97,6.63,26.4,14.7,104.72,6.6,,,,,,,,,,,,,
13518,181,146.26,174.6,111.41,11.86,12.23,,11.97,6.61,27.29,18.1,104.13,6.63,,,,,,,,,,,,,
13519,157.9,139.75,155.1,114.55,12.07,12.31,0.38,11.97,6.41,21.4,14.2,93.44,6.4,,,,,,,,,,,,,
13520,189.6,143.54,150.1,111.27,12.13,12.24,0.37,11.97,6.41,17.51,27.4,82.28,6.41,,,,,,,,,,,,,
13521,162.6,158.6,183.8,113.43,12.08,12.14,,11.97,6.6,22.77,17.2,97.3,6.61,,,,,,,,,,,,,
13522,165.5,132.85,157.1,110.93,12.06,12.3,0.39,11.97,6.4,18.73,12.9,90.33,6.41,,,,,,,,,,,,,
13523,154.7,161.02,136.8,117.3,12.13,12.39,0.39,11.97,6.41,20.48,11.1,81.3,6.42,,,,,,,,,,,,,
13524,147.4,164.1,175.2,113.22,11.84,12.24,,11.97,6.6,28.79,18.2,107.22,6.61,,,,,,,,,,,,,
13525,137.5,139.3,172.4,110.28,12.05,12.35,0.41,11.97,6.41,21.8,10.8,102.82,6.4,,,,,,,,,,,,,
13526,153.3,153.99,176.9,112.71,11.9,12.25,,11.97,6.62,24.82,22,94.16,6.6,,,,,,,,,,,,,
13527,167.4,169.99,167.9,111.93,12.06,12.14,,11.98,6.6,22.86,22,103.29,6.63,,,,,,,,,,,,,
13528,174.1,158.05,165.2,110.74,11.82,12.27,0.38,11.97,6.61,26.92,17.4,102.01,6.61,,,,,,,,,,,,,
13529,147.4,129.73,178.3,108.49,12.04,12.19,0.41,11.97,6.41,22.65,15,100.11,6.41,,,,,,,,,,,,,
13530,134,165.02,186.7,117.21,12.06,12.28,,11.97,6.62,22.91,15.3,100.42,6.6,,,,,,,,,,,,,
13531,144.6,151.4,142.4,115.77,12.11,12.35,0.39,11.97,6.41,18.82,12.3,81.63,6.4,,,,,,,,,,,,,
13532,163.2,152.81,161.4,109.48,12.12,12.31,0.4,11.97,6.41,21.56,12.3,106.3,6.41,,,,,,,,,,,,,
13533,171.1,176.93,145,111.09,11.93,12.34,,11.98,6.62,28.41,17.8,102.27,6.61,,,,,,,,,,,,,
13534,165.2,161.48,176.2,120.96,12.09,12.31,,11.97,6.62,24.13,10.3,103.91,6.61,,,,,,,,,,,,,
13535,138.1,155.82,150.2,111.89,12.1,12.3,0.39,11.97,6.41,18.07,11.1,77.52,6.42,,,,,,,,,,,,,
13536,197.6,132.18,174.3,109.18,12.05,12.27,0.41,11.97,6.3,20.61,21.2,90.06,6.41,,,,,,,,,,,,,
13537,157.2,154.74,153.8,108.79,12.09,12.19,0.41,11.97,6.4,23.39,16.3,96.81,6.41,,,,,,,,,,,,,
13538,156.8,135.35,148.4,108.62,12.07,12.12,0.41,11.97,6.4,21.56,33.9,98.81,6.41,,,,,,,,,,,,,
